timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total
"(7, 5)",35782.49071096774,5602784.930201613,21642.83956651613,3961093.839451613,144058.89075201613,1392147.861182258,105428.30835354839
"(7, 6)",25524.453650258063,6703325.847645162,8316.932771520162,4556657.092508065,159942.7476167742,1846212.1818870967,140515.71021830646
"(7, 7)",6527.806337081452,7534426.175064516,-11826.875648198386,5202555.563766128,156727.48976290322,2027176.533435484,147967.71922419354
"(7, 8)",-16326.280658800806,8261924.52625,-35174.41517820968,5849507.482596775,160181.83725645163,2106400.702572581,145808.6445967742
"(7, 9)",-35283.04698219758,9053612.777064515,-55153.41634195,6520784.224645161,174181.0348403226,2210589.390282258,148068.36965887094
"(7, 10)",-47818.10485433387,9692369.648193548,-67971.92588500968,7085204.465814517,178224.4591435484,2278000.3096209676,150964.17214758063
"(7, 11)",-52926.07382995968,10137100.559387097,-73134.38948959677,7557378.352362903,170660.39548709677,2257737.714967742,151357.49108951614
"(7, 12)",-53157.18429912096,10233237.219524194,-71853.92454217742,7826101.59492742,158821.38959677418,2107606.939137097,140720.45158548385
"(7, 13)",-46141.563349459684,10217116.990032258,-62950.83554629839,8034513.483814516,145830.58145403225,1909912.7294919353,126883.46418629032
"(7, 14)",-29030.244293887095,10495919.826548388,-45619.03321746129,8382073.465266129,142799.04947580647,1846881.471048387,124150.04358548387
"(7, 15)",-2063.7520312354836,11149665.237741936,-20191.576572426613,8874693.954943549,150644.88159112903,1984530.5800403226,139768.37932258064
"(7, 16)",29614.592426619354,11920185.897911292,8524.286741259677,9313334.07666129,170816.04230403228,2268873.7272016127,167158.66281774192
"(7, 17)",57470.56195814516,12299787.202177418,34699.939931362904,9446323.057153225,189757.21195887096,2480666.6924758065,183021.71991451614
"(7, 18)",74811.98428564516,12106919.187741935,52298.14104959677,9251972.13033871,196845.22289193547,2481546.15783871,176550.7257766129
"(7, 19)",82949.5103408871,11608258.290637096,61080.00246572581,8867641.978967741,197516.98082580644,2378039.880903226,165060.33760645162
"(7, 20)",81409.85432500001,10975835.195983872,60636.13921870968,8331222.707346774,197302.1205637097,2292188.8505806453,155151.8504967742
"(7, 21)",71888.89477870968,9784128.491249999,52560.13656798387,7291879.023725807,185774.93480483873,2162013.396685484,144467.23066612903
"(7, 22)",58410.72240193548,8089252.08807258,42491.1574575,5986918.177701613,152648.57150080643,1831809.1544919356,117849.7481341129
"(7, 23)",46713.66545637097,6536570.195225806,35577.032187419354,5003107.237991936,108958.21907266129,1340098.911032258,84411.05538096775
"(8, 0)",39161.297297741934,5344454.593258064,31808.70623072581,4310378.986725806,74960.37356516128,902111.561116129,57018.20468064516
"(8, 1)",35301.967403145165,4786094.907274193,29366.90283782258,3972781.5502338707,64591.520245,703388.2331822581,45289.13776169354
"(8, 2)",33386.54570701613,4503202.417653226,27835.637022500003,3752029.1066612904,63467.25394895161,644815.8368072581,42869.93337814516
"(8, 3)",34293.589404435486,4465367.734782258,27343.40029564516,3629462.7512258063,73443.93629814516,713660.4963314517,48796.30643427419
"(8, 4)",37141.913432016125,4752012.360459678,27794.30486854839,3641273.572112903,99632.87661427418,942664.6253024193,68442.07722669355
"(8, 5)",42175.69835419355,5605576.393346774,27835.588206129032,3932279.959903226,143244.95496540322,1421490.5705548387,108505.92360758065
"(8, 6)",35634.514039677415,6605216.370620968,18118.308296578227,4431930.725370968,161696.78776749998,1868030.5523467741,143561.9861879839
"(8, 7)",18772.773208672017,7287608.136830646,577.3750689379033,4951221.076991936,157299.62906774195,2029674.4972096775,149412.6489516129
"(8, 8)",-1792.2947448435486,7878609.587612903,-20660.685882891572,5483243.173298387,159687.27614435484,2089047.8096451613,146608.5437233871
"(8, 9)",-20337.96223597419,8567009.125548387,-40258.32874956451,6067098.202741935,172547.5412733871,2180316.6507580644,147059.20192580647
"(8, 10)",-34432.014874612905,9176831.736330645,-54524.51618469597,6616184.320137097,174009.61051532257,2238212.90908871,148451.3734217742
"(8, 11)",-39832.174512080644,9668032.935129033,-59404.774142596776,7147444.121620967,165753.5270951613,2207240.8774112905,147630.43132096776
"(8, 12)",-39184.346653361295,9847154.29875,-57165.68712981451,7507119.905524193,151719.87880080644,2051717.4130241936,136618.2934
"(8, 13)",-33071.969522709674,9905843.251524193,-49213.74147512419,7780749.681032258,140400.36958387098,1861855.1263870967,122859.02440403226
"(8, 14)",-18393.936721875,10221236.964362904,-34449.033622091934,8153745.242322581,139198.2481201613,1806591.2171209678,121691.44349838709
"(8, 15)",7274.510593735484,10889754.386620967,-10638.850070827015,8648137.214959677,147430.11017096776,1956767.5215967742,137394.1188120968
