timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total
"(0, 0)",2108.0945962863016,299031.6927068493,2028.6638433082192,289478.46057972603,0.0,8333.457533010958,1220.7565955854795
"(0, 15)",2038.10488356,291851.777140274,1963.8264650753424,283431.8660887671,0.0,7290.747078654794,1128.6671091621918
"(0, 30)",1997.2716376476715,285246.3252350685,1917.7744732084932,277181.4622915068,0.0,6994.5271352410955,1069.921601366411
"(0, 45)",1951.173430210685,280133.8281079452,1873.8014911586301,272437.5618391781,0.0,6681.605748523289,1014.1599800364384
"(1, 0)",1920.2174551082192,275520.3167764384,1842.7085522860273,268028.6818128767,0.0,6536.516116027397,954.641671299726
"(1, 15)",1927.1625539126028,270977.1147838356,1854.3102763134245,264042.6918939726,0.0,6024.799028808219,910.1386416539725
"(1, 30)",1904.8582553115068,267236.8422638356,1828.4818626846577,260602.5767230137,0.0,5752.952935068493,881.5088459279452
"(1, 45)",1883.0423280224657,264195.9384479452,1809.307739977534,257646.9040147945,0.0,5712.257529641096,837.500797705863
"(2, 0)",1857.7502546756164,261135.31528136987,1786.0008057238356,254635.2930728767,0.0,5688.763409186301,811.8321418575343
"(2, 15)",1913.9699184958902,261070.92006164385,1839.5084426936987,254566.31956493153,0.0,5646.513069964383,857.4548093728768
"(2, 30)",1874.2716692983563,258245.64481808222,1798.9790280221916,251745.03819342467,0.0,5668.120389646576,832.2029799846575
"(2, 45)",1871.7464086043838,256832.92816136987,1796.5583812750685,250185.0769709589,0.0,5750.509717695891,896.7337047446575
"(3, 0)",1865.3732796961642,255429.27612082192,1787.9159625394523,248586.8298567123,0.0,5908.819203569862,933.136030899178
"(3, 15)",1875.2563829512328,253066.11270054796,1788.4612548465755,245636.34273561643,0.0,6461.7805307232875,967.1594910813698
"(3, 30)",1868.6721190169862,252290.76570465753,1780.8318061150683,244692.97509863012,0.0,6603.41831889863,993.5933656630136
"(3, 45)",1874.244256750137,252171.78780164383,1784.3417107789041,244245.80091534244,0.0,6838.5972928630135,1086.5375018476714
"(4, 0)",1880.8466012945205,252536.42580191782,1791.5121056032876,244178.7206728767,0.0,7193.045404969863,1163.8809744142466
"(4, 15)",1940.3901840265755,254221.19327041093,1841.9330696750685,244545.1027060274,0.0,8404.589047046575,1271.0598121336986
"(4, 30)",1936.3805622731509,256180.65793068495,1833.4452167676714,245937.1935049315,0.0,8857.041926454795,1386.3906790306849
"(4, 45)",1983.6682026657534,258912.76682657533,1876.504071260274,248007.9291041096,0.0,9335.023676832876,1569.2550153843836
"(5, 0)",2008.651350090411,262958.7078736986,1900.1864744772602,250953.59682328766,0.0,10227.3527080137,1777.457890408493
"(5, 15)",2085.6244614547945,275204.91212821915,1974.8338072254794,261393.61409753427,0.0,11758.249384323288,2052.3288922347947
"(5, 30)",2142.927601928767,280254.3885520548,2027.4837033945205,265507.215019726,0.0,12450.652578895892,2295.700722552877
"(5, 45)",2166.0917995041095,287230.2084641096,2045.0617515643835,271518.40000931505,0.0,13133.753193975343,2577.4034790367123
"(6, 0)",2178.6564733917808,292953.8241235616,2051.255661841096,276373.18452849315,0.0,13856.35842078904,2723.970279172329
"(6, 15)",2202.189282421918,310694.6937405479,2076.824696778082,292582.8395410959,0.0,15148.536598054794,2962.804261238082
"(6, 30)",2235.444413219178,317189.7058810959,2105.047222290411,298518.75495123287,0.0,15562.639498482193,3107.6559293150685
"(6, 45)",2145.777147384658,326280.4923863014,2006.2458283789042,307166.64716547943,0.0,15878.852725413699,3234.479463936986
"(7, 0)",2040.0015994972603,333790.35603726027,1899.0879293767123,314435.4765526027,0.0,16127.105158273973,3227.3572527945207
"(7, 15)",1841.0820564323287,353034.1549079452,1709.9557467761645,331995.7708654794,0.0,17762.236640849314,3275.807496868493
"(7, 30)",1666.6903401128766,362924.96204767126,1528.0072265032054,341992.85024465754,0.0,17758.211466410958,3173.7408102
"(7, 45)",1478.3275494483562,373234.1838284932,1345.7084454338903,352231.67588465754,0.0,17739.92864893151,3262.670658709589
"(8, 0)",1250.5138057853533,382029.2486731507,1129.3003700978713,361113.1973219178,0.0,17769.581652383564,3146.4122362958906
"(8, 15)",1002.7304972638439,398565.717279726,892.6156467301205,375870.31436027394,0.0,19597.765418356164,3097.290287230137
"(8, 30)",749.3140046139233,412232.7688249315,648.0759279597069,389829.58583534247,0.0,19363.64775747945,3039.3082484164383
"(8, 45)",562.5530018031671,425090.0058753424,463.3346088540466,402732.06090986304,0.0,19328.30577260274,3029.544905006301
"(9, 0)",384.922520473526,438051.48881369864,289.9707938414,415713.1814690411,0.0,19362.12587471233,2975.948681630137
"(9, 15)",176.28357191727946,449069.43573150685,86.29283945376713,426056.76426356164,0.0,20069.40417430137,2942.8972980657536
"(9, 30)",26.205825402394517,463185.2633769863,-55.38166465246575,440104.79631917813,0.0,20222.667027287673,2857.4947268958904
"(9, 45)",-113.18238308640001,474117.3300476712,-193.36118314706027,451217.33015698625,0.0,20002.901106164383,2896.7450432027395
"(10, 0)",-217.3232868902685,485571.93243315065,-297.73092698211235,462707.2812336986,0.0,19992.400734027397,2871.683740841096
"(10, 15)",-405.6959927787863,489345.5582671233,-484.66601939518904,466400.2899739726,0.0,20079.56451361644,2865.354549841096
"(10, 30)",-476.9573762050411,499690.6621161644,-549.3322474767315,476867.9287591781,0.0,19990.191398520546,2832.083088131507
"(10, 45)",-527.4017382877342,506456.897829589,-598.2068899504795,483605.1399383561,0.0,19971.950768739724,2880.008021991781
"(11, 0)",-584.6525810252958,513333.1327638356,-661.013021141737,490368.8701013699,0.0,20052.79721682192,2911.057316484931
"(11, 15)",-685.4147408563095,514206.68283041095,-758.3311138223261,491528.44945589046,0.0,19753.792662767126,2924.1566324684927
"(11, 30)",-692.6094689214958,523423.85096328764,-767.6010830570876,500616.3965367123,0.0,19827.464796054795,2979.788967616438
"(11, 45)",-675.9212459287014,527336.1944676712,-749.3132261947316,504643.2283208219,0.0,19713.30333761644,2979.860706854795
"(12, 0)",-638.0672205417342,532420.1448131506,-711.656215055863,510104.7752471233,0.0,19455.90483,2859.387360120548
"(12, 15)",-700.9687448150246,530975.0572284932,-765.7436396707398,510026.38848273974,0.0,18142.850723726027,2805.8640424657533
"(12, 30)",-669.4168866965233,535700.4563284931,-731.6224046837178,515008.7833413699,0.0,17967.57266789041,2723.5711444665753
"(12, 45)",-599.3008039711726,539253.506889041,-663.5696592703562,518889.39651616436,0.0,17653.781661150686,2710.111576889315
"(13, 0)",-519.3121164446877,543404.0146131506,-581.1827579333753,523306.66024739726,0.0,17485.307169945205,2611.897229936986
"(13, 15)",-465.8618989796219,542666.186859726,-534.2776688553507,523709.39244931506,0.0,16392.913683917806,2563.9343850739724
"(13, 30)",-338.35460564461647,547322.8224252055,-402.98760000042466,528747.8350021917,0.0,16080.118861452054,2494.75013503863
"(13, 45)",-197.30686788777533,551250.3462641096,-256.4174058604575,532715.0335580822,0.0,16062.61370539726,2472.63655788
"(14, 0)",-2.772362583065752,556517.215970137,-67.27925291507398,538088.9695257534,0.0,15998.023878438358,2430.253044159726
"(14, 15)",188.6194189497781,562623.1752326027,112.27183868183562,544172.61338,0.0,15989.433637150685,2461.344137961644
"(14, 30)",399.13214244961097,567317.4513536986,317.53260020030683,548628.2147400001,0.0,16168.435329835616,2520.962570550685
"(14, 45)",603.7486378695671,571353.3664057534,528.3583947912631,552460.5310709589,0.0,16294.189385671232,2599.4838111972604
"(15, 0)",764.2186613817233,575045.6420578082,689.1997244967725,555717.2601942465,0.0,16638.30121238356,2690.3475089534245
"(15, 15)",1099.2765662788768,586052.758098904,985.3544780863452,565175.9032249316,0.0,18061.00284257534,2815.8719603671234
"(15, 30)",1317.1689068295395,588882.548059726,1201.1993500655947,567296.8256189041,0.0,18615.808198821916,2969.7927146246575
"(15, 45)",1586.1553455045478,590896.9099687671,1468.8542884081535,568575.6302813699,0.0,19079.84239939726,3241.723184676712
"(16, 0)",1841.8358046815124,592075.576619178,1722.8404335337289,569095.5936920549,0.0,19528.653879561643,3451.596865008219
"(16, 15)",2250.255361819671,604711.6067454794,2102.6159615870824,580489.5892432877,0.0,20598.77806178082,3623.0939314739726
"(16, 30)",2482.641948353534,604565.8341273973,2336.459459956,579680.263349589,0.0,21065.365129835616,3820.055906608219
"(16, 45)",2738.9464807365753,601946.8959531507,2590.7454495155066,576371.0992657534,0.0,21542.426518164382,4032.906085654795
"(17, 0)",2990.636759708493,596765.5083358905,2840.8919938030135,570997.6104126027,0.0,21745.086612191782,4022.815346810959
"(17, 15)",3232.8514299958906,601855.0444290411,3101.273714539178,577198.4556279451,0.0,20512.592191315067,4144.322594295891
"(17, 30)",3410.3382383386297,593281.3964819178,3272.6480750013698,568334.591839726,0.0,20765.216052547945,4181.737629873973
"(17, 45)",3586.6799404657536,582035.8871956165,3444.1007134164383,556936.3201887672,0.0,20874.23542019178,4225.368512367124
"(18, 0)",3656.5020671643833,568257.7321465753,3514.393668249315,543579.4215865753,0.0,20574.492476739728,4103.916284441096
"(18, 15)",3727.059472679452,568739.0455945205,3603.5622280438356,545652.3536128767,0.0,19158.332533561646,3927.671012380822
"(18, 30)",3776.152648252055,556807.0272041096,3645.026998142466,534120.0024104109,0.0,18951.71453210959,3734.960706079452
"(18, 45)",3758.374338520548,544615.6334928768,3625.271760989041,522297.47742191784,0.0,18712.235285643834,3605.641267449315
"(19, 0)",3701.4835529589045,532389.9192542465,3572.676261438356,510420.7217219178,0.0,18502.210155643836,3466.2433381972605
"(19, 15)",3670.9692894630134,534948.2496172603,3552.054659616438,514077.50169397256,0.0,17614.43219328767,3256.2740055178083
"(19, 30)",3634.0000482054797,526173.263209863,3509.2200250273972,505642.9746676712,0.0,17354.228078027398,3176.1146213753423
"(19, 45)",3574.483878060274,518280.33292712335,3453.4794757589043,497935.33887506847,0.0,17207.095335123286,3137.686487476712
"(20, 0)",3515.49671200274,510311.59096438356,3398.1886931616436,490339.8455627397,0.0,17026.027590794518,2945.6146411183563
"(20, 15)",3448.76326159726,505428.0940989041,3339.669275931507,486242.50854246574,0.0,16351.144328191782,2834.6169030986302
"(20, 30)",3402.752735457534,497749.916349589,3290.1259538684935,478833.9450156164,0.0,16184.89667,2731.44515970137
