energy_type,element,value
electricity,cooling,30771.583
electricity,dishwasher,30777.184
natural_gas,clothes_dryer,30864.192
electricity,hot_tub_pump,30880.308
propane,range_oven,30882.073
electricity,dishwasher,31061.739
electricity,lighting_exterior,31069.4
propane,range_oven,31100.705
electricity,hot_tub_pump,31100.993
natural_gas,grill,31245.481
electricity,lighting_garage,31304.315
electricity,mech_vent,31364.784
propane,clothes_dryer,31366.223
propane,range_oven,31403.738
propane,clothes_dryer,31410.184
electricity,mech_vent,31441.476
electricity,clothes_dryer,31446.525
natural_gas,clothes_dryer,31496.929
electricity,hot_tub_pump,31554.084
electricity,hot_water,31561.116
natural_gas,fireplace,31562.583
natural_gas,clothes_dryer,31667.793
electricity,hot_tub_pump,31721.132
natural_gas,fireplace,31730.51
electricity,mech_vent,31755.328
natural_gas,hot_tub_heater,31827.812
propane,clothes_dryer,31933.605
electricity,hot_tub_heater,31941.525
natural_gas,heating,31945.04
electricity,heating,32059.631
natural_gas,fireplace,32203.524
electricity,hot_water,32210.269
electricity,ceiling_fan,32228.208
electricity,well_pump,32231.087
electricity,heating_fans_pumps,32236.352
natural_gas,range_oven,32358.275
natural_gas,heating,32363.546
electricity,mech_vent,32402.184
electricity,mech_vent,32476.076
fuel_oil,hot_water,32517.408
electricity,freezer,32613.582
electricity,lighting_interior,32731.641
natural_gas,pool_heater,32749.52
natural_gas,clothes_dryer,32754.21
electricity,heating_hp_bkup,32807.254
electricity,well_pump,32841.547
electricity,well_pump,32848.879
natural_gas,fireplace,32895.169
electricity,refrigerator,32915.389
electricity,ceiling_fan,32953.514
electricity,cooling_fans_pumps,33041.712
electricity,lighting_garage,33043.981
electricity,lighting_exterior,33058.466
electricity,dishwasher,33068.993
natural_gas,grill,33084.785
electricity,hot_tub_heater,33153.369
electricity,lighting_exterior,33155.477
natural_gas,clothes_dryer,33156.005
electricity,clothes_washer,33242.297
electricity,clothes_washer,33262.265
electricity,dishwasher,33266.818
propane,heating,33282.323
electricity,refrigerator,33292.858
natural_gas,grill,33321.888
electricity,mech_vent,33327.992
electricity,dishwasher,33354.769
propane,heating,33389.587
electricity,mech_vent,33392.824
propane,hot_water,33488.645
electricity,clothes_dryer,33495.675
natural_gas,lighting,33527.043
natural_gas,fireplace,33566.013
natural_gas,fireplace,33573.924
natural_gas,fireplace,33651.007
electricity,ceiling_fan,33661.925
natural_gas,grill,33739.797
electricity,refrigerator,33762.652
natural_gas,lighting,33770.879
electricity,lighting_exterior,33793.479
electricity,clothes_washer,33828.132
electricity,mech_vent,33845.008
propane,range_oven,33845.898
electricity,heating_fans_pumps,33848.533
electricity,clothes_washer,33915.464
electricity,hot_water,33950.523
propane,heating,33956.68
electricity,dishwasher,33999.503
electricity,clothes_dryer,34036.688
electricity,lighting_exterior,34061.063
electricity,cooling,34075.368
electricity,mech_vent,34109.936
electricity,heating_fans_pumps,34149.798
natural_gas,fireplace,34168.566
electricity,heating_fans_pumps,34194.07
electricity,freezer,34212.287
electricity,refrigerator,34232.744
natural_gas,hot_water,34381.633
electricity,lighting_exterior,34408.667
electricity,well_pump,34421.783
electricity,well_pump,34453.152
natural_gas,range_oven,34484.209
electricity,lighting_exterior,34524.705
electricity,ceiling_fan,34569.918
electricity,refrigerator,34615.78
propane,clothes_dryer,34682.026
electricity,clothes_washer,34703.864
natural_gas,fireplace,34704.011
natural_gas,range_oven,34707.534
propane,hot_water,34735.37
electricity,pool_heater,34744.745
electricity,lighting_interior,34841.171
natural_gas,hot_tub_heater,34850.838
electricity,ceiling_fan,34884.9
electricity,lighting_garage,34897.357
fuel_oil,heating,34926.158
natural_gas,lighting,35068.893
electricity,lighting_exterior,35094.15
electricity,cooling_fans_pumps,35095.554
propane,range_oven,35124.865
electricity,mech_vent,35157.556
electricity,freezer,35171.51
natural_gas,hot_tub_heater,35189.046
electricity,cooling,35229.487
natural_gas,fireplace,35338.508
electricity,heating_hp_bkup,35412.071
electricity,hot_water,35443.134
natural_gas,range_oven,35445.482
electricity,clothes_dryer,35464.242
electricity,freezer,35491.251
electricity,plug_loads,35511.714
electricity,heating_fans_pumps,35525.196
electricity,heating_hp_bkup,35534.278
natural_gas,clothes_dryer,35546.882
electricity,clothes_dryer,35582.636
electricity,dishwasher,35731.868
electricity,range_oven,35806.827
electricity,freezer,35810.992
electricity,well_pump,35919.659
propane,heating,35964.216
electricity,lighting_exterior,35983.584
electricity,heating_fans_pumps,36004.658
electricity,ceiling_fan,36081.504
natural_gas,fireplace,36085.249
electricity,hot_tub_pump,36120.419
electricity,hot_water,36186.072
electricity,heating,36196.039
natural_gas,fireplace,36271.646
electricity,cooling_fans_pumps,36317.371
electricity,plug_loads,36364.259
natural_gas,range_oven,36387.122
electricity,freezer,36450.474
electricity,well_pump,36464.774
electricity,clothes_washer,36474.881
electricity,ceiling_fan,36511.704
natural_gas,range_oven,36543.624
electricity,well_pump,36543.897
electricity,heating_fans_pumps,36564.123
electricity,pool_heater,36627.437
electricity,pool_heater,36646.194
propane,range_oven,36655.28
electricity,hot_water,36676.086
propane,range_oven,36712.727
electricity,lighting_exterior,36758.221
natural_gas,grill,36764.593
electricity,freezer,36770.215
natural_gas,grill,36824.075
electricity,clothes_dryer,37053.269
propane,hot_water,37058.836
electricity,freezer,37089.956
natural_gas,fireplace,37149.983
natural_gas,hot_tub_heater,37160.829
electricity,lighting_exterior,37210.718
electricity,ceiling_fan,37222.836
electricity,clothes_dryer,37260.171
electricity,lighting_exterior,37323.553
electricity,hot_tub_pump,37366.557
electricity,freezer,37409.697
electricity,cooling_fans_pumps,37414.336
natural_gas,pool_heater,37440.416
electricity,ceiling_fan,37480.408
electricity,ceiling_fan,37503.994
electricity,lighting_exterior,37546.286
electricity,lighting_exterior,37560.006
electricity,heating_fans_pumps,37598.905
electricity,heating_hp_bkup,37612.741
electricity,lighting_interior,37642.346
natural_gas,hot_tub_heater,37690.993
propane,clothes_dryer,37717.951
electricity,freezer,37729.438
natural_gas,range_oven,37760.454
natural_gas,grill,37797.079
electricity,hot_tub_heater,37822.289
natural_gas,fireplace,37867.713
electricity,ceiling_fan,37871.544
electricity,hot_tub_heater,37903.175
electricity,lighting_exterior,37926.069
electricity,clothes_dryer,37947.723
electricity,cooling_fans_pumps,38016.3
electricity,ceiling_fan,38042.95
electricity,heating_fans_pumps,38173.969
propane,range_oven,38185.399
electricity,range_oven,38186.568
propane,heating,38189.799
electricity,ceiling_fan,38202.519
electricity,mech_vent,38280.892
fuel_oil,heating,38357.727
electricity,freezer,38368.92
electricity,well_pump,38404.915
natural_gas,fireplace,38451.216
fuel_oil,hot_water,38534.45
electricity,range_oven,38552.904
electricity,heating_hp_bkup,38594.235
electricity,well_pump,38651.69
electricity,clothes_washer,38663.809
natural_gas,lighting,38780.626
electricity,hot_water,38811.4
electricity,plug_loads,38819.315
electricity,clothes_washer,39056.554
electricity,heating_hp_bkup,39124.692
electricity,lighting_interior,39125.577
electricity,hot_water,39135.829
propane,range_oven,39141.697
propane,range_oven,39244.856
propane,range_oven,39245.44
fuel_oil,heating,39281.195
electricity,plug_loads,39315.484
natural_gas,range_oven,39319.586
electricity,freezer,39328.143
electricity,heating,39339.515
natural_gas,hot_tub_heater,39350.359
electricity,refrigerator,39367.635
natural_gas,pool_heater,39377.028
electricity,lighting_interior,39487.814
electricity,heating,39576.02
natural_gas,range_oven,39583.943
electricity,clothes_washer,39607.542
electricity,clothes_washer,39608.676
electricity,freezer,39647.884
electricity,dishwasher,39669.25
propane,hot_water,39688.271
electricity,heating,39753.625
natural_gas,hot_tub_heater,39838.913
electricity,heating_fans_pumps,39889.902
electricity,freezer,39967.625
natural_gas,pool_heater,39996.287
electricity,heating,40095.053
electricity,lighting_interior,40124.656
electricity,lighting_interior,40154.842
electricity,clothes_dryer,40314.561
electricity,cooling,40388.418
electricity,hot_tub_pump,40398.38
electricity,clothes_washer,40400.278
electricity,mech_vent,40401.524
electricity,lighting_exterior,40518.597
electricity,lighting_exterior,40712.04
propane,range_oven,40732.782
electricity,clothes_dryer,40756.215
natural_gas,grill,40784.055
electricity,lighting_garage,40829.687
natural_gas,grill,40941.728
electricity,well_pump,40972.507
electricity,cooling_fans_pumps,40997.122
electricity,well_pump,41353.509
electricity,cooling_fans_pumps,41429.406
electricity,cooling_fans_pumps,41431.456
electricity,cooling_fans_pumps,41440.548
natural_gas,hot_water,41465.746
natural_gas,lighting,41498.57
electricity,heating_hp_bkup,41655.656
natural_gas,grill,41735.359
electricity,pool_pump,41761.453
electricity,dishwasher,41803.693
natural_gas,hot_tub_heater,41838.537
electricity,dishwasher,41839.783
electricity,heating,41910.918
natural_gas,range_oven,41927.337
electricity,heating_hp_bkup,41930.263
electricity,hot_tub_heater,41947.261
electricity,plug_loads,41956.936
propane,heating,41966.898
propane,hot_water,41987.999
propane,heating,42047.786
electricity,well_pump,42093.8
natural_gas,clothes_dryer,42139.226
electricity,cooling_fans_pumps,42145.677
electricity,well_pump,42198.731
electricity,dishwasher,42250.628
electricity,well_pump,42269.35
electricity,heating_fans_pumps,42365.98
electricity,lighting_exterior,42366.091
electricity,well_pump,42377.778
electricity,hot_tub_heater,42384.523
natural_gas,range_oven,42515.232
electricity,hot_tub_heater,42523.148
electricity,freezer,42525.553
electricity,dishwasher,42566.271
electricity,ceiling_fan,42658.764
electricity,clothes_washer,42692.38
electricity,cooling_fans_pumps,42713.355
electricity,ceiling_fan,42757.31
electricity,dishwasher,42765.571
electricity,pool_pump,42800.683
electricity,cooling_fans_pumps,42800.977
electricity,hot_tub_heater,42976.823
electricity,heating_fans_pumps,43040.731
electricity,lighting_interior,43116.318
electricity,lighting_exterior,43223.633
natural_gas,hot_water,43238.827
electricity,well_pump,43283.08
electricity,heating_hp_bkup,43292.75
electricity,mech_vent,43297.588
natural_gas,clothes_dryer,43332.901
electricity,hot_tub_pump,43368.359
natural_gas,clothes_dryer,43413.492
natural_gas,grill,43431.666
electricity,cooling_fans_pumps,43435.478
natural_gas,clothes_dryer,43514.315
electricity,lighting_garage,43518.022
propane,heating,43534.828
propane,heating,43615.716
electricity,ceiling_fan,43618.132
natural_gas,fireplace,43710.086
electricity,clothes_washer,43752.398
electricity,heating_fans_pumps,43760.494
electricity,dishwasher,43782.835
electricity,freezer,43804.517
electricity,lighting_exterior,43826.23
electricity,ceiling_fan,43922.832
electricity,refrigerator,43998.45
electricity,refrigerator,44019.548
propane,range_oven,44091.376
natural_gas,heating,44119.505
propane,range_oven,44182.23
electricity,hot_tub_pump,44242.589
natural_gas,hot_water,44405.834
electricity,lighting_exterior,44475.058
natural_gas,heating,44482.622
natural_gas,grill,44506.938
propane,hot_water,44548.268
electricity,dishwasher,44577.326
electricity,clothes_dryer,44606.294
natural_gas,range_oven,44643.226
natural_gas,hot_tub_heater,44643.809
propane,range_oven,44650.549
fuel_oil,heating,44687.476
electricity,ceiling_fan,44701.77
natural_gas,lighting,44704.772
electricity,range_oven,44711.783
electricity,hot_tub_heater,44782.139
natural_gas,pool_heater,44813.791
electricity,hot_tub_pump,44817.598
electricity,range_oven,44880.6
natural_gas,hot_tub_heater,44885.592
natural_gas,heating,44910.212
electricity,hot_tub_pump,44948.014
natural_gas,fireplace,45004.577
electricity,dishwasher,45009.889
fuel_oil,heating,45098.949
natural_gas,lighting,45171.926
propane,hot_water,45210.901
natural_gas,range_oven,45218.819
electricity,lighting_exterior,45235.254
electricity,well_pump,45293.256
electricity,hot_tub_heater,45314.059
electricity,freezer,45403.222
electricity,well_pump,45428.948
electricity,refrigerator,45470.545
natural_gas,clothes_dryer,45475.54
electricity,hot_tub_heater,45496.647
electricity,cooling_fans_pumps,45511.884
electricity,clothes_dryer,45585.732
electricity,clothes_washer,45616.376
electricity,range_oven,45619.142
fuel_oil,heating,45640.544
propane,range_oven,45658.426
electricity,ceiling_fan,45747.629
electricity,hot_water,45780.926
electricity,hot_tub_pump,45792.066
electricity,clothes_dryer,45808.47
natural_gas,hot_tub_heater,45965.858
electricity,range_oven,45993.098
propane,range_oven,46034.719
natural_gas,hot_tub_heater,46154.009
natural_gas,clothes_dryer,46187.121
electricity,dishwasher,46200.101
natural_gas,heating,46238.995
propane,hot_water,46466.711
natural_gas,lighting,46576.619
electricity,clothes_dryer,46622.618
propane,hot_water,46652.812
electricity,freezer,46682.186
natural_gas,fireplace,46687.097
electricity,well_pump,46687.697
electricity,heating_fans_pumps,46706.15
electricity,lighting_interior,46714.652
propane,range_oven,46735.17
electricity,pool_heater,46760.367
electricity,refrigerator,46793.764
electricity,ceiling_fan,46875.58
electricity,cooling,46974.022
electricity,freezer,47001.927
propane,hot_water,47011.53
electricity,plug_loads,47261.227
natural_gas,range_oven,47278.222
natural_gas,fireplace,47307.827
electricity,range_oven,47385.186
electricity,hot_tub_heater,47462.856
electricity,lighting_interior,47607.054
electricity,lighting_exterior,47612.069
natural_gas,fireplace,47631.079
electricity,heating_hp_bkup,47660.097
electricity,heating_hp_bkup,47669.176
propane,clothes_dryer,47750.65
electricity,cooling_fans_pumps,47787.87
electricity,dishwasher,47822.821
electricity,hot_tub_heater,47895.141
electricity,dishwasher,48012.422
fuel_oil,heating,48035.814
electricity,heating_hp_bkup,48057.214
propane,clothes_dryer,48092.667
fuel_oil,hot_water,48097.652
electricity,mech_vent,48265.84
natural_gas,hot_water,48268.512
natural_gas,fireplace,48353.209
electricity,ceiling_fan,48390.701
electricity,heating_fans_pumps,48395.406
electricity,well_pump,48430.282
electricity,heating_fans_pumps,48434.667
electricity,range_oven,48483.038
electricity,plug_loads,48489.778
natural_gas,lighting,48493.601
natural_gas,heating,48509.711
natural_gas,hot_tub_heater,48667.089
natural_gas,grill,48770.237
electricity,mech_vent,48794.168
electricity,lighting_exterior,48908.388
propane,range_oven,49013.796
electricity,ceiling_fan,49093.579
electricity,heating_hp_bkup,49119.583
natural_gas,grill,49181.998
natural_gas,fireplace,49190.799
propane,range_oven,49216.302
propane,clothes_dryer,49228.315
electricity,hot_water,49248.832
electricity,lighting_garage,49308.799
electricity,plug_loads,49416.472
propane,range_oven,49420.288
electricity,mech_vent,49462.872
propane,range_oven,49550.411
electricity,range_oven,49570.906
electricity,dishwasher,49617.577
natural_gas,clothes_dryer,49657.381
electricity,well_pump,49778.423
electricity,heating_fans_pumps,49809.184
natural_gas,fireplace,49839.664
electricity,freezer,49879.596
natural_gas,hot_water,49908.829
electricity,clothes_dryer,49919.965
electricity,clothes_washer,50010.032
electricity,heating_fans_pumps,50087.315
